paper_id,title,author_year,has_human,has_agent,human_AI_Literacies,agent_AI_Literacies,agree_AI_Literacies,human_Generative_KI,agent_Generative_KI,agree_Generative_KI,human_Prompting,agent_Prompting,agree_Prompting,human_KI_Sonstige,agent_KI_Sonstige,agree_KI_Sonstige,human_Soziale_Arbeit,agent_Soziale_Arbeit,agree_Soziale_Arbeit,human_Bias_Ungleichheit,agent_Bias_Ungleichheit,agree_Bias_Ungleichheit,human_Gender,agent_Gender,agree_Gender,human_Diversitaet,agent_Diversitaet,agree_Diversitaet,human_Feministisch,agent_Feministisch,agree_Feministisch,human_Fairness,agent_Fairness,agree_Fairness,human_decision,agent_decision,agree_decision,human_exclusion_reason,agent_exclusion_reason,human_studientyp,agent_studientyp,agent_confidence,agent_reasoning,category_agreements,category_total,category_agreement_rate
EHQBHVYV,Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Asseri (2025),Ja,Ja,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,Exclude,Include,Nein,Duplicate,,,Literaturreview,0.97,"Das Paper behandelt substantiell Prompt-Engineering-Techniken für Large Language Models (Generative_KI, Prompting) zur Reduzierung von kulturellem Bias gegen Araber und Muslime. Bias_Ungleichheit ist klar gegeben (kulturelle Diskriminierung in LLMs), Diversitaet durch Fokus auf marginalisierte Gruppen, Fairness durch algorithmische Debiasing-Strategien. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.",0,0,
EJEFPZGA,"Navigating the Nexus of Trust: Prompt Engineering, Professional Judgment, and the Integration of Large Language Models in Social Work",[Author not specified] (2025),Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Exclude,Include,Nein,No full text,,,Theoretisch,0.97,"Das Paper behandelt substantiell Prompt Engineering für LLMs (Generative_KI, Prompting), adressiert Bias-Mitigation und Fairness-Aspekte, und ist direkt auf die Soziale Arbeit ausgerichtet (Fallempfehlungen für Sozialarbeitende, professionelles Urteil). Auch AI Literacy-Aspekte sind zentral (Professionals als 'aktive Direktoren' statt passive Konsumenten). Alle Einschlussbedingungen klar erfüllt.",8,10,80.00%
EMZ33KFH,Unequal voices: How LLMs construct constrained queer narratives,Ghosal (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Exclude,Include,Nein,Not relevant topic,,Experimentell,Empirisch,0.88,"Das Paper untersucht substantiell, wie LLMs queere Individuen in generierten Narrativen repräsentieren – klar Generative_KI. Es thematisiert stereotypisierte Darstellungen und strukturelle Benachteiligung marginalisierter Gruppen (Bias_Ungleichheit, Diversitaet). Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt. Feministisch wird nicht explizit verwendet; Gender-Fokus ist nicht primär, sondern queere Identität allgemeiner.",5,10,50.00%
EN6GNKL3,AI literacy in teacher education: Empowering educators through critical co-discovery,Dilek (2025),Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Konzept,Empirisch,0.72,"Das Paper behandelt AI Literacy substantiell im Kontext der Lehrerbildung mit Fokus auf kritische Kompetenzen, Machtdynamiken und soziale Gerechtigkeitsimplikationen von KI. Fairness wird durch die explizite Auseinandersetzung mit 'power dynamics and social justice implications' adressiert. Damit sind TECHNIK_OK (AI_Literacies) und SOZIAL_OK (Fairness) erfüllt, was zu Include führt.",4,10,40.00%
EQV4DNQR,Challenging systematic prejudices: an Investigation into Gender Bias in Large Language Models,"UNESCO, IRCAI (2024)",Nein,Ja,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Ja,,,Include,,,,,Empirisch,0.95,"Das Paper untersucht substantiell Gender-Bias in LLMs (GPT-2, ChatGPT, Llama 2) und erfüllt damit sowohl die Technik-Bedingung (Generative_KI) als auch mehrere Sozial-Bedingungen (Gender-Bias, Ungleichheit, Diversität durch Kultur/Geschlecht, Fairness als explizites Ziel). Feministische Theorie wird nicht explizit verwendet, daher Feministisch=Nein.",0,0,
ERTJZW5M,Trust in artificial intelligence–based clinical decision support systems among health care workers: Systematic review,Tun (2025),Ja,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Literaturreview,Literaturreview,0.72,"Das Paper behandelt KI-Entscheidungsunterstützungssysteme (KI_Sonstige) im Gesundheitswesen und adressiert AI Literacy (Transparenz, Erklärbarkeit, Training für Praktiker). Bias und Fairness werden als substantielle Themen genannt. Kein direkter Soziale-Arbeit-Bezug, aber Bias/Fairness-Kriterien sind erfüllt. TECHNIK_OK und SOZIAL_OK → Include.",7,10,70.00%
EXRF5629,Predicting successful placements for youth in child welfare with machine learning,Spaulding et al. (2023),Nein,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Include,,,,,Empirisch,0.88,"Das Paper nutzt klassisches Machine Learning (Gradient Boosting) für hochrangige Platzierungsentscheidungen in der Jugendhilfe – ein algorithmisches Entscheidungssystem im Sozialbereich. Direkter Bezug zur sozialarbeiterischen Praxis (Child Welfare, Jugendhilfe, Placement-Entscheidungen nach Family First Prevention Services Act). Beide Bedingungen (TECHNIK: KI_Sonstige; SOZIAL: Soziale_Arbeit) sind erfüllt.",0,0,
EXVG7MQR,Artificial intelligence in social work: Emerging ethical issues,Reamer (2023),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Theoretisch,Konzept,0.95,"Das Paper behandelt KI-Einsatz in der Sozialen Arbeit (KI_Sonstige, Soziale_Arbeit) und entwickelt ein ethisches Framework für die Praxis. Algorithmischer Bias wird als zentrale Herausforderung benannt (Bias_Ungleichheit), und Fairness-Aspekte werden durch das 8-Punkte-Protokoll und Ethics Committees substantiell adressiert. Sowohl TECHNIK_OK als auch SOZIAL_OK sind erfüllt.",6,10,60.00%
F7WNRWIC,Measuring and identifying factors of individuals' trust in large language models,De Duro (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Exclude,Nein,,Not_relevant_topic,Experimentell,Empirisch,0.85,"Das Paper entwickelt eine psychometrische Skala (TILLMI) zur Messung von Nutzervertrauen in LLMs. Es hat einen klaren Bezug zu generativer KI, erfüllt jedoch keine der sozialen Kategorien substantiell: Kein Soziale_Arbeit-Bezug, kein Bias/Ungleichheits-Fokus, kein Gender-, Diversitäts- oder Fairness-Schwerpunkt. Das Prompt-Engineering wird nur beiläufig erwähnt. TECHNIK_OK, aber SOZIAL nicht erfüllt → Exclude.",8,10,80.00%
FDR5APIU,Intersectionality in Artificial Intelligence: Framing Concerns and Recommendations for Action,Ulnicane (2024),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Exclude,Include,Nein,Duplicate,,Konzept,Theoretisch,0.88,"Das Paper analysiert Intersektionalität in KI-Systemen durch Untersuchung hochrangiger Policy-Reports. TECHNIK_OK: KI_Sonstige (algorithmische Systeme, die Bias verstärken). SOZIAL_OK: Bias_Ungleichheit (Diskriminierung durch KI), Gender (weiße Männer-Dominanz), Diversität (homogene Gruppen), Feministisch (explizite intersektionale Analyse nach Crenshaw'schem Verständnis, Machtverhältnisse). Alle Kategorien werden substantiell behandelt.",10,10,100.00%
FJQ6XYHH,Artificial Intelligence (AI) literacy – an argument for AI literacy in education,Kong (2025),Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Konzept,Unclear,0.55,"Das Paper behandelt AI Literacy im Bildungskontext (TECHNIK_OK). Jedoch fehlt eine soziale Dimension: kein Bezug zu sozialer Arbeit, Bias, Gender, Diversität, feministischen Perspektiven oder Fairness erkennbar. Da kein Abstract verfügbar ist und nur der Titel vorliegt, bleibt Unsicherheit. Ohne SOZIAL_OK ist Exclude die logische Folge.",8,10,80.00%
FTJM5R8N,Defeating Nondeterminism in LLM Inference,[Author not specified] (n.d.),Nein,Ja,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Exclude,,,Not_relevant_topic,,Theoretisch,0.95,"Das Paper behandelt ausschließlich technische Aspekte der Reproduzierbarkeit bei LLM-Inferenz (Nondeterminismus, Sampling, Temperature). Es gibt keinerlei Bezug zu sozialen Themen, Bias, Fairness, Sozialer Arbeit, Gender oder Diversität. Die SOZIAL-Bedingung ist nicht erfüllt, daher Exclusion.",0,0,
G53MCF3W,"Bias, accuracy, and trust: Gender-diverse perspectives on large language models",Gaba (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Include,Include,Ja,,,Experimentell,Empirisch,0.95,"Das Paper untersucht qualitativ, wie Nutzer:innen verschiedener Geschlechtsidentitäten Bias und Vertrauenswürdigkeit in ChatGPT (generative KI) wahrnehmen. Es behandelt substantiell Gender-Bias in LLMs, Diskriminierungserfahrungen nicht-binärer Personen (Bias_Ungleichheit) sowie Diversitätsperspektiven. Beide Bedingungen (TECHNIK: Generative_KI; SOZIAL: Bias_Ungleichheit, Gender, Diversitaet) sind erfüllt → Include.",7,10,70.00%
GCN42PAM,Mitigating age-related bias in large language models: Strategies for responsible artificial intelligence development,Birru (2024),Ja,Ja,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,Exclude,Include,Nein,No full text,,,Konzept,0.72,"Das Paper behandelt altersbezogenen Bias in Large Language Models (LLMs) und Strategien zur verantwortungsvollen KI-Entwicklung. Damit sind Generative_KI (LLMs), Bias_Ungleichheit (age-related bias), Diversitaet (Altersgruppen als marginalisierte Gruppen) und Fairness (Strategien zur Bias-Minderung) klar erfüllt. TECHNIK_OK durch Generative_KI, SOZIAL_OK durch Bias_Ungleichheit → Include. Kein Abstract vorhanden, daher leicht reduzierte Confidence.",0,0,
GCQ8J9XF,Beyond transparency and explainability: On the need for adequate and contextualized user guidelines for LLM use,Barman (2024),Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Include,Nein,Not relevant topic,,Experimentell,Konzept,0.72,"Das Paper behandelt AI Literacy (Nutzer-Guidelines, Training), generative KI (LLMs), und Prompting (diversity-sensitive prompting, iterative query refinement) substantiell. Die Erwähnung von 'diversity-sensitive prompting' deutet auf eine soziale Dimension hin, die Diversität als substantielles Thema einschließt. TECHNIK_OK (AI_Literacies, Generative_KI, Prompting) und SOZIAL_OK (Diversitaet) → Include.",8,10,80.00%
GFHALQS2,Trust in artificial intelligence–based clinical decision support systems among health care workers: Systematic review,Tun (2025),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,Exclude,Include,Nein,Duplicate,,,Literaturreview,0.72,"Das Paper behandelt AI-basierte klinische Entscheidungsunterstützungssysteme (KI_Sonstige) und adressiert substantiell Bias/Fairness-Probleme als Vertrauensbarrieren. Zwar kein direkter Soziale-Arbeit-Bezug, aber Bias_Ungleichheit und Fairness sind klar thematisiert. TECHNIK_OK und SOZIAL_OK sind erfüllt, daher Include. Der Gesundheitsbereich ist nicht Soziale Arbeit, aber Bias und Fairness in KI-Systemen rechtfertigen den Einschluss.",0,0,
GFXYER4F,AI implementation science for social issues: Pitfalls and tips,Takaoka (2022),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Include,Nein,No relevant topic,,Theoretisch,Empirisch,0.95,"Das Paper beschreibt die Implementierung eines ML-Systems (AiCAN) zur Vorhersage von Kindesmisshandlungsrückfällen in japanischen Kinderschutzbehörden (Child Guidance Centers). KI_Sonstige ist klar erfüllt (gradient boosting, Bayesian networks, AUROC). Soziale_Arbeit ist klar erfüllt: direkter Bezug zu Kinderschutz als klassischem Feld der Sozialen Arbeit, mit Praxisimplementierung und Stakeholder-Einbindung. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt.",10,10,100.00%
GJF776AY,Investigating AI systems: examining data and algorithmic bias through hermeneutic reverse engineering,Shukla (2025),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Empirisch,Konzept,0.82,"Das Paper behandelt algorithmischen Bias in KI-Systemen (KI_Sonstige) und schlägt ein Framework zur Untersuchung von Bias vor. Es thematisiert substantiell Bias/Ungleichheit, die Auswirkungen auf soziale Gruppen (Diversitaet) und algorithmische Fairness. Hermeneutisches Reverse Engineering als Rahmenkonzept zur Bias-Untersuchung erfüllt beide Bedingungen: TECHNIK (KI_Sonstige) und SOZIAL (Bias_Ungleichheit, Diversitaet, Fairness).",6,10,60.00%
GP4JDSI8,Data Feminism for AI,Klein (2024),Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Theoretisch,Konzept,0.95,"Paper von D'Ignazio & Klein, den zentralen Autorinnen der Data Feminism Bewegung, präsentiert explizit feministische (intersektionale) Prinzipien für KI-Systeme. KI_Sonstige durch ML-Systeme und algorithmische Anwendungen (Online-Werbung, partizipatives ML-Design). Bias_Ungleichheit durch Fokus auf diskriminierende Systeme. Fairness durch Framework zur Schadensvermeidung. Feministisch eindeutig durch explizite intersektionale feministische Theorie und Data-Feminism-Autorenschaft.",7,10,70.00%
GPSB87RN,What is Feminist AI?,Wudel (2025),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Exclude,Include,Nein,Duplicate,,Konzept,Konzept,0.92,"Das Paper definiert explizit ein feministisches KI-Framework (FAI) basierend auf intersektionalem Feminismus (Crenshaw-Tradition), adressiert Bias und Ungleichheiten in KI-Systemen, und thematisiert Machtstrukturen, Fairness und Diversität. Technisch wird KI-Entwicklung als algorithmisches System behandelt (KI_Sonstige). Alle sozialen Kategorien – Bias, Gender, Diversität, Feminismus, Fairness – sind substantiell vertreten. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.",9,10,90.00%
GUMWKBN6,Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Asseri (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Exclude,Include,Nein,Not relevant topic,,Literaturreview,Literaturreview,0.97,"Das Paper erfüllt beide Bedingungen klar: TECHNIK durch Fokus auf LLMs (Generative_KI) und substantielles Prompt-Engineering (Prompting) als Kerninstrument der Bias-Reduktion. SOZIAL durch kulturellen Bias gegen Araber und Muslime (Bias_Ungleichheit), Repräsentation marginalisierter Gruppen (Diversitaet) und algorithmische Fairness-Metriken (Fairness). Systematischer Review nach PRISMA-Leitlinien mit 8 empirischen Studien.",9,10,90.00%
GXZWBNJU,Artificial Intelligence in Social Work: An EPIC Model for Practice,Boetto (2025),Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Literaturreview,Konzept,0.92,"Das Paper entwickelt ein konzeptionelles Modell (EPIC) für KI-Integration in der Sozialen Arbeit. KI_Sonstige ist erfüllt (algorithmische Systeme im Sozialbereich), Soziale_Arbeit ist klar gegeben, Bias_Ungleichheit und Fairness werden explizit adressiert (Biasrisiken, soziale Gerechtigkeit, ethische KI-Adoption). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt → Include.",4,10,40.00%
GZ9B3GPD,Rationalisierung durch Digitalisierung?,Waag (2023),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Theoretisch,Theoretisch,0.85,"Das Paper behandelt Digitalisierung in der Sozialen Arbeit aus arbeits- und interaktionssoziologischer Perspektive (Luhmann). Es fehlt jedoch jeglicher konkreter KI- oder ML-Bezug: Keine algorithmischen Systeme, keine KI-Technologien, kein Machine Learning. Die Digitalisierungsdiskussion bleibt auf allgemeiner Rationalisierungslogik ohne spezifischen KI-Fokus. TECHNIK_OK nicht erfüllt → Exclude.",8,10,80.00%
H3STST88,Large language models are zero-shot reasoners,Kojima (2022),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Empirisch,Experimentell,0.9,"Das Paper von Kojima et al. (2022) ist ein bekanntes technisches NLP-Paper über Zero-Shot Chain-of-Thought Prompting in LLMs. Es behandelt Prompting-Strategien (z.B. 'Let's think step by step') für Reasoning-Aufgaben. Kein Bezug zu sozialen Themen, Bias, Fairness, Sozialer Arbeit oder anderen sozialen Kategorien. Rein technisches Paper ohne soziale Relevanz im Sinne des Reviews.",10,10,100.00%
H59BNSX8,Algorithmic decision-making in social work practice and pedagogy: confronting the competency/critique dilemma,James (2023),Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Empirisch,Theoretisch,0.85,Das Paper behandelt algorithmische Entscheidungssysteme (KI_Sonstige) direkt im Kontext Sozialer Arbeit (Praxis und Pädagogik). Es adressiert das Spannungsfeld zwischen Kompetenzentwicklung und kritischer Reflexion (AI_Literacies) sowie implizit Bias/Ungleichheit durch die kritische Auseinandersetzung mit algorithmischen Entscheidungsprozessen. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.,8,10,80.00%
H7E3N6VR,Diskriminierung durch Algorithmen – Überlegungen zur Stärkung KI-bezogener Kompetenzen,Sūna (2024),Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Include,Include,Ja,,,Theoretisch,Konzept,0.88,"Das Paper behandelt algorithmische Diskriminierung (Bias_Ungleichheit, Fairness) und die Förderung kritischer KI-Kompetenzen (AI_Literacies) sowie digitale Teilhabe (Diversitaet). Es adressiert algorithmische Systeme im Kontext sozialer Benachteiligung (KI_Sonstige). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt, daher Include.",6,10,60.00%
H8WRNPP7,AI Literacy for the top management: An upper echelons perspective on corporate AI orientation and implementation ability,Pinski (2024),Ja,Nein,Ja,,,Nein,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Exclude,,,,,,,,,0,0,
HJ7BHX8J,Engineers on responsibility: feminist approaches to who's responsible for ethical AI,Browne (2024),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Empirisch,Empirisch,0.85,"Das Paper behandelt KI-Entwicklung und ethische Verantwortung (KI_Sonstige) durch feministische politische Theorie (Feministisch explizit). Es kritisiert individuelle Verantwortungsframeworks und thematisiert strukturelle Machtrelationen, was Bias_Ungleichheit und Fairness adressiert. Interviews mit AI-Praktikern bilden die empirische Basis. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (Feministisch, Bias_Ungleichheit, Fairness) → Include.",8,10,80.00%
HLBXNWAZ,Intersectional analysis of visual generative AI: the case of stable diffusion,Sharma (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Include,Include,Ja,,,Unclear,Empirisch,0.93,"Das Paper analysiert Stable Diffusion (generative KI) mittels intersektionaler Analyse – explizit feministische Methodik nach z.B. Crenshaw. Es untersucht 180 generierte Bilder auf Sexismus, Rassismus, Heteronormativität und Ableismus (Bias_Ungleichheit, Gender, Diversitaet). Technik-Kriterium erfüllt durch Generative_KI, Sozial-Kriterium durch mehrere Kategorien. Include.",8,10,80.00%
HMDFMBV3,Intersectional Stereotypes in Large Language Models: Dataset and Analysis,Ma (2023),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Experimentell,Empirisch,0.92,"Das Paper untersucht intersektionale Stereotypen in LLMs (Generative_KI) und entwickelt dafür ein Dataset. Prompt Engineering wird als substantielles Thema behandelt (Prompting). Bias in generierten Narrativen und intersektionale Diskriminierung sind zentral (Bias_Ungleichheit, Diversitaet). TECHNIK_OK und SOZIAL_OK sind beide erfüllt → Include.",9,10,90.00%
HN7KKNYV,Artificial intelligence in social work: Emerging ethical issues,Reamer (2023),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Duplicate,,Theoretisch,Konzept,0.95,"Das Paper behandelt KI-Einsatz in der Sozialen Arbeit (KI_Sonstige, Soziale_Arbeit) und entwickelt ein ethisches Framework mit acht Schritten. Algorithmischer Bias und Transparenz werden substantiell adressiert (Bias_Ungleichheit, Fairness). Direkter Bezug zur sozialarbeiterischen Praxis mit konkretem Protokoll für ethische KI-Implementierung. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.",6,10,60.00%
HSQW48VE,Artificial Intelligence in Social Work: An EPIC Model for Practice,Unknown (2025),Ja,Ja,,Ja,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,Exclude,Include,Nein,Duplicate,,,Literaturreview,0.95,"Das Paper behandelt substantiell die Integration von KI in die Soziale Arbeit und entwickelt ein Rahmenmodell (EPIC). Es adressiert AI Literacies im Kontext der Sozialarbeiterpraxis, KI_Sonstige als allgemeines KI-Thema, direkten Soziale_Arbeit-Bezug, ethische Risiken und soziale Gerechtigkeit (Bias_Ungleichheit und Fairness). Beide Bedingungen (Technik + Sozial) sind klar erfüllt.",0,0,
HT9ZSI9U,Handbuch Soziale Arbeit und Digitalisierung,Kutscher (2020),Ja,Ja,,Ja,,,Nein,,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,Exclude,Include,Nein,No full text,,,Theoretisch,0.82,"Das Handbuch behandelt Digitalisierung systematisch im Kontext Sozialer Arbeit (Kinder- und Jugendhilfe, E-Government, Sozialwirtschaft) und thematisiert soziotechnische Arrangements sowie deren Folgen. AI_Literacies ist relevant, da ein breiter Digitalitätsbegriff mit kritischer Reflexion angestrebt wird. KI_Sonstige greift durch algorithmische Systeme im Sozialbereich (E-Government, digitalisierte Jugendhilfe). Beide Bedingungen (Technik + Sozial) sind erfüllt.",0,0,
